Country,Country Code,Year,NPLs,Inflation,Credit_to_Private_Sector,Debt,Trade,GDP,GDP_Growth,Unemployment,x,y,_algo
Argentina,ARG,2018,-0.4793449118,0.2794530261,,,-0.8992058638,-0.1481860455,-0.9647240456,0.2206880282,-5.6795868874,2.5176720619,UMAP
Armenia,ARM,2018,-0.2521507312,-0.1170113516,0.2397760182,,0.3150167412,-0.2329164314,0.3045177792,0.4586892047,-4.2611742020,4.9973516464,UMAP
Aruba,ABW,2018,,-0.1032060974,0.2509023560,,1.3527423661,-0.2344348380,-0.1505666524,,-5.6301188469,5.1561532021,UMAP
Australia,AUS,2018,-0.7393316050,-0.1246122152,2.2701248811,-0.0023837580,-0.6439375677,0.0011431910,-0.0724086501,-0.4529822121,-5.0934190750,3.9903452396,UMAP
Austria,AUT,2018,-0.4865312899,-0.1235263433,0.9451101195,,0.6279622187,-0.1601321307,-0.1364193194,-0.5246085706,-4.9088563919,4.7062330246,UMAP
Azerbaijan,AZE,2018,,-0.1201534913,-0.5946702550,,0.2992654333,-0.2271855382,-0.2961534175,-0.5303456333,-5.8638043404,3.5539698601,UMAP
"Bahamas, The",BHS,2018,,-0.1201869921,,0.0447817448,-0.0847785045,-0.2328566892,-0.1503338579,0.3562913282,-5.2793402672,4.5674443245,UMAP
Bahrain,BHR,2018,,-0.1224116239,,0.7004704818,1.3303474410,-0.2284331868,-0.2064996860,,-5.7080526352,5.1148777008,UMAP
Bangladesh,BGD,2018,0.3969441590,-0.0792664181,-0.1320320964,,-0.8647314739,-0.1818321856,0.6486281448,,-3.3189549446,5.7192978859,UMAP
Barbados,BRB,2018,-0.0336213495,-0.1026096879,0.6621220971,,,-0.2340455964,-0.7303830410,0.0643965324,-6.8978877068,2.2006750107,UMAP
Belarus,BLR,2018,-0.2197919148,-0.0876473807,-0.4301711579,-0.4129701700,1.2382311544,-0.2250491690,-0.0284529484,-0.5541631359,-4.6213159561,4.0335173607,UMAP
Belgium,BEL,2018,-0.5665394889,-0.1228423876,0.5440631781,,1.8065544166,-0.1452392761,-0.2348512263,-0.3493673829,-5.3320622444,4.0426568985,UMAP
Belize,BLZ,2018,2.0324591169,-0.1451042044,-0.0080471977,,0.4762010490,-0.2345973880,-0.3594467560,0.2425931766,-6.2367467880,3.7584602833,UMAP
Benin,BEN,2018,,-0.1369995334,-0.6912438215,,-0.2886045546,-0.2326180228,0.5476136653,,-2.8753185272,5.9864645004,UMAP
Bermuda,BMU,2018,,,,,0.0214920800,-0.2337816524,-0.6100305663,,-6.5080804825,2.5933005810,UMAP
Bhutan,BTN,2018,0.0360037793,-0.1144679209,0.2240608866,0.9728143809,0.0644735086,-0.2345494159,0.0288076662,-0.7998137294,-4.9379825592,4.5188407898,UMAP
Bolivia,BOL,2018,-0.6343947678,-0.1201096342,0.4109727594,,-0.3807915483,-0.2283141736,0.1459921496,-0.7704330144,-4.5210404396,3.8327913284,UMAP
Bosnia and Herzegovina,BIH,2018,0.2556924725,-0.1307831240,0.2675829590,-0.2290505615,0.4322662361,-0.2315891360,0.0816769113,1.8166345588,-4.8111543655,4.9070687294,UMAP
Botswana,BWA,2018,-0.1671816472,-0.1080503354,-0.2589946434,-0.9287001205,0.2162820739,-0.2321600189,0.1403206681,,-3.9542067051,4.9751529694,UMAP
Brazil,BRA,2018,-0.5248594582,-0.1027215951,0.3530760934,0.7548721201,-0.9363215090,0.0820308092,-0.2501621649,0.7611888739,-5.8288736343,3.8636314869,UMAP
Brunei Darussalam,BRN,2018,-0.3575861951,-0.1356776803,-0.2517684377,,0.3430542743,-0.2327330391,-0.5312574034,0.1302858282,-6.5876855850,3.2525739670,UMAP
Bulgaria,BGR,2018,0.1331842971,-0.1133370804,0.1177605172,,1.0310779396,-0.2240204625,-0.1258263545,-0.4762781636,-5.4029831886,4.3975682259,UMAP
Burkina Faso,BFA,2018,,-0.1240561376,-0.4413268994,-0.2129967818,-0.3122073767,-0.2323488535,0.5325652905,-0.5659849621,-2.8612232208,5.9226589203,UMAP
Burundi,BDI,2018,,-0.1836143408,-0.6603449417,,-0.9811141404,-0.2345355500,-0.2783693928,,-5.4262008667,3.5656929016,UMAP
Cabo Verde,CPV,2018,,-0.1327820191,0.1955428033,,0.5785664647,-0.2346119656,0.0621067661,0.7335466627,-4.5978446007,5.3933277130,UMAP
Cambodia,KHM,2018,-0.6017760586,-0.1177747510,0.6797407693,,0.8258974711,-0.2294952209,0.8851577399,,-3.8765387535,6.2123694420,UMAP
Cameroon,CMR,2018,1.0207518408,-0.1351307883,-0.7408351086,,-0.7058869859,-0.2283690929,0.1024615850,,-3.6946680546,4.2614831924,UMAP
Canada,CAN,2018,-0.7894896193,-0.1201575016,,-0.0342622820,-0.1940670262,0.0503447315,-0.0944096092,-0.3674478229,-3.7306146622,2.8858106136,UMAP
Caribbean small states,CSS,2018,,-0.1334042093,-0.0546450311,,,-0.2249065839,-0.3398846420,,-6.3076944351,3.6533021927,UMAP
Cayman Islands,CYM,2018,,,,,0.7999145669,-0.2340620902,0.1530782091,,-4.4336676598,5.7111778259,UMAP
Central African Republic,CAF,2018,1.3771508960,-0.1283480735,-0.7969944321,,-0.5273737697,-0.2346093396,0.0754981566,,-3.5979526043,4.1622467041,UMAP
Central Europe and the Baltics,CEB,2018,,-0.1168338193,0.0069654917,,0.9299052217,0.0392459450,0.2824578326,-0.6353949554,-4.3198027611,6.0407347679,UMAP
Chad,TCD,2018,3.0755494919,-0.0951090109,-0.8953823257,,-0.5848627372,-0.2324419690,0.3923739880,-1.1848923312,-3.0822739601,5.5089011192,UMAP
Channel Islands,CHI,2018,,,,,,-0.2333185813,-0.3575516248,,-6.1644573212,3.5924098492,UMAP
Chile,CHL,2018,-0.6166481955,-0.1180768134,1.7458223019,,-0.3597954702,-0.1860500330,0.1080655204,-0.0482585168,-4.6232461929,4.2280626297,UMAP
China,CHN,2018,-0.6215883363,-0.1225724092,2.6297991950,,-0.7785550765,2.1046694963,0.5572683730,-0.5251301217,-4.8640460968,-0.4061954916,UMAP
Colombia,COL,2018,-0.4199289235,-0.1080184537,0.0084048122,0.4020741766,-0.7856312193,-0.1797095573,-0.1234136776,0.2450270820,-5.0566883087,3.7388913631,UMAP
Comoros,COM,2018,2.0291043512,,-0.7145836054,,-0.6584961359,-0.2347800336,0.1193620374,,-3.7823824883,4.5831646919,UMAP
"Congo, Dem. Rep.",COD,2018,-0.0320880127,,-0.9541022553,,-0.1287454985,-0.2271101715,0.4053637428,,-3.4255127907,5.5350723267,UMAP
"Congo, Rep.",COG,2018,1.9929417119,-0.1340830936,-0.7811574585,,0.4745919717,-0.2325334363,-0.9138922203,,-6.5455474854,2.3450322151,UMAP
Costa Rica,CRI,2018,-0.5855756287,-0.1207456511,0.3551447381,,-0.1872698004,-0.2246540721,-0.1150390674,0.1841794474,-5.4393224716,4.1663422585,UMAP
Cote d'Ivoire,CIV,2018,,-0.1439877766,-0.6305041382,,-0.5986541611,-0.2252986409,0.2465785473,,-3.2937495708,4.7451262474,UMAP
Croatia,HRV,2018,0.4634499406,-0.1297467149,0.2102673584,,0.4447748519,-0.2247784377,-0.0681528744,0.0645703828,-5.2055945396,4.7621364594,UMAP
Cuba,CUB,2018,,,,,-0.9715939444,-0.2184311403,-0.1747808208,-1.0866668639,-5.6081781387,4.6626410484,UMAP
Curacao,CUW,2018,0.3101714021,-0.1162191748,,,1.5505914565,-0.2344728438,-0.8813864587,0.9525981473,-6.4396414757,2.4479248524,UMAP
Cyprus,CYP,2018,1.6151268634,-0.1305536241,2.1571985117,,1.4001620336,-0.2307176336,0.4785143612,0.0962111528,-5.0425682068,5.5637111664,UMAP
Czechia,CZE,2018,-0.4618781226,-0.1216397738,0.1248630973,,1.3513289449,-0.1933041148,-0.0802285874,-0.9917445540,-5.8118357658,5.0236229897,UMAP
Denmark,DNK,2018,-0.6307806795,-0.1383173937,2.7972063864,,0.6365412984,-0.1762210063,-0.2377673931,-0.4901861944,-5.7848443985,3.9394142628,UMAP
Djibouti,DJI,2018,1.4304495194,-0.1466274382,-0.5738484081,,4.4061828783,-0.2344948218,0.2354070078,,-3.5693798065,4.8367257118,UMAP
Dominica,DMA,2018,1.2984921447,-0.1361253764,-0.0928955697,,,-0.2348727335,-0.0585201281,,-5.1245455742,4.8519735336,UMAP
Dominican Republic,DOM,2018,-0.6488118818,-0.1039752207,-0.4355268227,,-0.4747408067,-0.2209208679,0.6126008083,-0.3632754137,-2.8831641674,5.7583947182,UMAP
Early-demographic dividend,EAR,2018,,-0.0988419698,0.0418281869,,-0.4278005888,1.6919578355,0.0838847717,-0.1593392176,-3.9422719479,1.6074744463,UMAP
East Asia & Pacific,EAS,2018,,-0.1189050325,2.4610366290,,-0.4105921116,4.1886308057,0.2370263155,-0.6546930782,-5.0257177353,-0.8815798759,UMAP
East Asia & Pacific (IDA & IBRD countries),TEA,2018,,-0.1120528804,2.3323225294,,-0.6172018866,2.5567220940,0.5216005516,-0.6353571019,-4.9304642677,-0.2048346251,UMAP
East Asia & Pacific (excluding high income),EAP,2018,,-0.1085455637,2.3323225294,,-0.6172526428,2.5601606383,0.5216255595,-0.6353571019,-4.8987407684,-0.2886670530,UMAP
Ecuador,ECU,2018,-0.4804263078,-0.1512725297,-0.1725644619,,-0.5598560859,-0.2172026032,-0.3702075109,-0.7685206601,-5.9870872498,3.6044092178,UMAP
"Egypt, Arab Rep.",EGY,2018,,0.0313177328,-0.5098985678,,-0.6011429704,-0.1915517868,0.3258047312,0.3310830224,-2.6257367134,5.0698108673,UMAP
El Salvador,SLV,2018,-0.6199162058,-0.1348627263,0.2824168951,-0.0563692698,-0.0163185426,-0.2306735043,-0.1480731053,-0.6857678771,-5.4388785362,4.2366843224,UMAP
Equatorial Guinea,GNQ,2018,3.8158929969,-0.1352404506,-0.7526982784,,0.5348492983,-0.2328107468,-1.5523331725,,-6.5784478188,1.6958998442,UMAP
Estonia,EST,2018,-0.6572123782,-0.1055745540,0.3661775691,,1.3187356430,-0.2298132744,0.0609268838,-0.4413342363,-5.5155320168,5.5334424973,UMAP
Eswatini,SWZ,2018,0.3246346792,-0.0883619897,-0.5894272347,-0.6485202058,0.1773286867,-0.2342085242,-0.4981008207,,-6.2641148567,3.0835952759,UMAP
Ethiopia,ETH,2018,-0.4031245352,0.0242212701,,-0.5205860833,-0.8906106990,-0.2210408539,0.5669174637,,-2.6050217152,5.9059925079,UMAP
Euro area,EMU,2018,,-0.1273857474,0.9676308614,,0.2213963102,2.0584097457,-0.2522978949,0.0339448458,-4.7245397568,0.0276427362,UMAP
Europe & Central Asia,ECS,2018,,-0.1233410771,1.0265435825,,0.1345927919,3.6193478413,-0.1948771250,-0.1687213248,-4.9933381081,-0.5627219677,UMAP
Europe & Central Asia (IDA & IBRD countries),TEC,2018,,-0.1158754039,0.1020265877,-0.7452250960,-0.1445940951,0.4416451841,0.0661799918,-0.1898443529,-4.0037255287,1.9477019310,UMAP
Europe & Central Asia (excluding high income),ECA,2018,,-0.1164433778,0.1335385622,-0.5442129458,-0.0819603494,0.0078188926,0.0280813451,0.2003833874,-4.8250551224,4.2726073265,UMAP
European Union,EUU,2018,,-0.1267694096,0.9651761989,,0.2730211573,2.4262171723,-0.2062638139,-0.1226391051,-4.8123288155,-0.2172127813,UMAP
Faroe Islands,FRO,2018,,,,,0.5983732814,-0.2344493219,-0.0910412519,,-4.8719162941,5.2968645096,UMAP
Fiji,FJI,2018,-0.4627194594,-0.0975203022,1.1356920943,,0.5267769537,-0.2340536154,0.0792174666,,-4.3858003616,4.6077222824,UMAP
Finland,FIN,2018,-0.7331717621,-0.1349439870,1.1857845513,,0.0527444848,-0.1896862862,-0.3460671630,-0.1024998368,-5.9180555344,3.7272007465,UMAP
Fragile and conflict affected situations,FCS,2018,,-0.1083434214,-0.7492416165,,,0.0520304574,-0.0932571666,,-3.6570534706,3.1820018291,UMAP
France,FRA,2018,-0.5057247821,-0.1253685884,1.4198278662,,-0.1900850794,0.2250185661,-0.2725287244,0.1855702505,-4.6379904747,2.2995936871,UMAP
French Polynesia,PYF,2018,,,,,-0.2252580129,-0.2339620504,-0.2359449827,,-6.2367901802,4.3741650581,UMAP
Gabon,GAB,2018,1.1357495686,-0.0891858942,-0.7792568914,,0.0112866308,-0.2321872419,-0.4037152937,,-6.3532586098,3.2275066376,UMAP
"Gambia, The",GMB,2018,-0.4547018515,-0.0670649087,-0.9241249151,,-0.2292364952,-0.2347003451,0.6349050037,-0.6772492082,-3.1073107719,6.3689799309,UMAP
Georgia,GEO,2018,-0.5146159285,-0.1158252054,0.3365314264,-0.3863608495,0.6568815535,-0.2320160457,0.4444790407,0.8199503039,-3.9843456745,5.6612830162,UMAP
Germany,DEU,2018,,-0.1268498064,0.7486184469,,0.0543981587,0.4351126296,-0.3584933939,-0.7939028163,-5.1058268547,2.4106538296,UMAP
Ghana,GHA,2018,1.4465145653,-0.0509876417,-0.7640876562,,-0.1673344715,-0.2238538051,0.4668915859,,-2.9782388210,5.4926147461,UMAP
Greece,GRC,2018,4.6314636582,-0.1406642964,1.0975103628,,0.0546048346,-0.1997029391,-0.2045378061,1.9520640084,-5.5824542046,4.0170888901,UMAP
Greenland,GRL,2018,,,,,0.2619618159,-0.2344712864,-0.4385987833,,-6.7073245049,3.3614394665,UMAP
Grenada,GRD,2018,-0.5495249210,-0.1384360840,0.1231138379,,,-0.2347837186,0.1683682402,0.9922360350,-4.2545647621,5.6001091003,UMAP
Guam,GUM,2018,,,,,-0.0688629503,-0.2339759609,-0.6742331515,,-6.7328934669,2.3498687744,UMAP
Guatemala,GTM,2018,-0.5781791761,-0.1016353148,-0.2515658394,,-0.5794862406,-0.2228501597,0.0133836138,-0.9853120897,-4.4049258232,3.4950814247,UMAP
Guinea,GIN,2018,0.6078410800,-0.0257836522,-0.8616782341,,0.2463669604,-0.2330158053,0.4926119120,,-3.2437355518,5.0398974419,UMAP
Guinea-Bissau,GNB,2018,,-0.1437141744,-0.7607394904,,-0.4219219613,-0.2347196172,0.0709536673,-0.8385823651,-3.6528928280,3.9874918461,UMAP
Guyana,GUY,2018,,-0.1324593342,-0.2150141034,,,-0.2341848859,0.1812714888,0.9868466731,-4.0097227097,5.2971248627,UMAP
Haiti,HTI,2018,,0.0073471588,-0.8243324729,,-0.6163416339,-0.2322638856,-0.2689726521,,-5.3396482468,3.6681835651,UMAP
Heavily indebted poor countries (HIPC),HPC,2018,,-0.1101808546,-0.6291391621,,-0.4369934711,-0.1053494180,0.1477499216,,-3.0923752785,4.1375236511,UMAP
High income,HIC,2018,,-0.1249904018,2.2276798634,,-0.2942575770,9.1746557557,-0.1552020543,-0.4948776297,-4.9799075127,-0.8724902868,UMAP
Honduras,HND,2018,-0.5652663487,-0.0942010590,0.4154541207,,0.5329895262,-0.2309964925,0.0845175120,-0.4003055456,-4.9278526306,5.3026065826,UMAP
"Hong Kong SAR, China",HKG,2018,-0.7842092052,-0.1184358061,4.1892803517,,5.9112830283,-0.1751563908,-0.0775287329,-0.8945621890,-5.5855112076,3.8349242210,UMAP
Hungary,HUN,2018,-0.5416231873,-0.1128913504,-0.3184436300,0.7451882606,1.6968241400,-0.2083211723,0.3704588523,-0.7447031575,-3.4473128319,5.1137619019,UMAP
IBRD only,IBD,2018,,-0.1081874242,1.3944111155,,-0.5174895647,4.8763604671,0.2655023670,-0.2790932844,-5.1051306725,-0.8657570481,UMAP
IDA & IBRD total,IBT,2018,,-0.1085455637,1.2570432750,,-0.5182694107,5.2753007596,0.2580765246,-0.3056303751,-5.1096858978,-0.9964748621,UMAP
IDA blend,IDB,2018,,-0.1175097929,-0.7076327595,,,-0.0488832454,0.0878011593,,-3.2367098331,3.8761537075,UMAP
IDA only,IDX,2018,,-0.1101808546,-0.3689975866,,-0.4430775068,-0.0221189243,0.2469109543,,-2.5601038933,4.3241772652,UMAP
IDA total,IDA,2018,,-0.1114262440,-0.5373165068,,-0.5326232615,0.1639744579,0.1674765628,,-2.6677649021,3.9835820198,UMAP
Iceland,ISL,2018,-0.5355536530,-0.1149803545,1.0904387004,0.6452943599,0.2395353327,-0.2306338149,0.2540515368,-0.9121210778,-4.4892969131,4.8903393745,UMAP
India,IND,2018,0.3430263577,-0.0993011891,0.1157258408,-0.1906212803,-0.6462809060,0.2120125975,0.5080945810,-0.0519093749,-3.0412950516,2.3684222698,UMAP
Indonesia,IDN,2018,-0.5744388826,-0.1085455637,-0.1613228490,,-0.6569583392,-0.0626139669,0.3003437230,-0.6195308805,-2.5139603615,4.8712992668,UMAP
"Iran, Islamic Rep.",IRN,2018,,0.0764192381,,,-0.3521603792,-0.1690129552,-0.8381815344,0.7378929224,-6.4646816254,2.2186810970,UMAP
Iraq,IRQ,2018,1.3656350157,-0.1438874968,-0.8874240160,-0.6407612129,-0.2097703953,-0.1973763855,-0.1121252382,,-4.2285718918,3.7157311440,UMAP
Ireland,IRL,2018,-0.1633202424,-0.1425930075,-0.1386330237,,2.7538784442,-0.1695783649,0.6851479689,-0.3841374598,-3.3545870781,5.9286398888,UMAP
Isle of Man,IMN,2018,,,,,,-0.2337377176,-0.1803905627,,-5.1793045998,4.3867845535,UMAP
Israel,ISR,2018,-0.7002474366,-0.1384241232,0.4796241672,,-0.3486449604,-0.1727472477,0.1103173312,-0.7012405613,-4.4088082314,3.8819501400,UMAP
Italy,ITA,2018,0.2071263852,-0.1342739954,0.7429640183,,-0.3381924466,0.1122114488,-0.4055450830,0.4498228351,-6.0394911766,3.1847522259,UMAP
Jamaica,JAM,2018,,-0.1018253641,-0.0571848611,,0.2659209481,-0.2323751929,-0.2329101646,-0.4312509140,-5.2631998062,4.4600572586,UMAP
Japan,JPN,2018,-0.7176402518,-0.1361265814,2.9431433547,,-0.7841519906,0.5986445773,-0.4352986954,-0.9533236190,-5.1008987427,0.2436793298,UMAP
Jordan,JOR,2018,-0.0867463539,-0.0927658404,0.7230969195,,0.2198397308,-0.2278042961,-0.2281777852,1.7917739538,-5.9139847755,4.3456211090,UMAP
Kazakhstan,KAZ,2018,0.0805555891,-0.0715256277,-0.4705670313,-0.7692162049,-0.2545105771,-0.2053187940,0.1259204646,-0.5390381525,-2.9182918072,4.5519394875,UMAP
Kenya,KEN,2018,0.6674861366,-0.0899257156,-0.3440589362,,-0.8273445176,-0.2197288246,0.3772468929,,-2.7342503071,5.3353352547,UMAP
Kiribati,KIR,2018,,-0.1414332171,,,0.0915835870,-0.2349380108,0.0251655578,,-4.3270688057,4.5782814026,UMAP
"Korea, Rep.",KOR,2018,-0.8212022997,-0.1300499049,2.2974058662,-0.4021223695,0.0496996235,0.0503520581,-0.0677108817,-0.7174086471,-4.8206586838,2.9405198097,UMAP
Kosovo,XKX,2018,-0.5285165666,-0.1353188068,-0.0254695021,,0.1938509537,-0.2336737003,0.0133444532,3.4440480089,-4.6637496948,4.3623375893,UMAP
Kuwait,KWT,2018,-0.6480746045,-0.1416941062,1.0836044583,,0.5179268605,-0.2120483913,-0.0943500081,,-4.6818108559,4.5662751198,UMAP
Kyrgyz Republic,KGZ,2018,0.0693735975,-0.1292156765,-0.5320108123,-0.0695189238,0.4409919653,-0.2336088172,0.0703783468,-0.5896286144,-3.6100091934,4.2739810944,UMAP
Lao PDR,LAO,2018,,-0.1230018414,,,,-0.2319765058,0.4746658176,,-3.0953092575,5.7275362015,UMAP
Late-demographic dividend,LTE,2018,,-0.1175827632,1.8354964903,,-0.4476977676,3.5510217452,0.3436619274,-0.4399671988,-4.9193778038,-0.6722826958,UMAP
Latin America & Caribbean,LCN,2018,,-0.1187681011,0.1742106912,,-0.5592207442,0.7146516619,-0.2817256424,0.0002238582,-3.7893259525,1.8444616795,UMAP
Latin America & Caribbean (excluding high income),LAC,2018,,-0.1059968372,0.0604886140,,-0.6031807016,0.5600486124,-0.2876871476,0.0010111616,-3.6936600208,1.9408745766,UMAP
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,,-0.1194593887,0.1741573529,,-0.5731067321,0.6754625552,-0.2675604749,0.0191068317,-3.8629300594,1.8181914091,UMAP
Latvia,LVA,2018,-0.1846222384,-0.1168338193,-0.1829168952,,1.0186530861,-0.2294783458,0.1599696966,-0.0936334672,-3.9799807072,5.3606204987,UMAP
Least developed countries: UN classification,LDC,2018,,-0.1050547097,-0.4347760015,,-0.4726148806,-0.0517639022,0.2142423034,,-2.5522150993,4.2840628624,UMAP
Lebanon,LBN,2018,0.4434109272,-0.0726076860,,,-0.1614554564,-0.2258974466,-0.8457635076,,-6.3696823120,2.0451025963,UMAP
Lesotho,LSO,2018,-0.3904862127,-0.0891517309,-0.6099267203,-0.5132389790,1.3374226255,-0.2345538955,-0.7801577981,,-6.7598323822,2.0101597309,UMAP
Liberia,LBR,2018,,0.1456996724,-0.6857187459,,,-0.2344105994,-0.3518151512,,-6.1576600075,2.8045377731,UMAP
Libya,LBY,2018,,0.0159462667,-0.7849299061,,-0.2495290426,-0.2222948957,0.7496095375,,-2.9862053394,6.4731435776,UMAP
Liechtenstein,LIE,2018,,,,,,-0.2338698547,,,-4.1299362183,4.2365393639,UMAP
Lithuania,LTU,2018,-0.5663013686,-0.1147929635,-0.1327812033,,1.3918698439,-0.2260032391,0.2587916392,-0.3135542037,-4.7429862022,6.0489673615,UMAP
Low & middle income,LMY,2018,,-0.1080184537,1.3668124155,,-0.5563462278,4.7104348830,0.2736300209,-0.2950106239,-5.0007824898,-1.0369534492,UMAP
Low income,LIC,2018,,-0.1136209357,-0.8024306088,,-0.3996052931,-0.1783057024,-0.0901336147,,-3.5257754326,3.5426385403,UMAP
Lower middle income,LMC,2018,,-0.0963355299,-0.0399472927,,-0.4229847246,0.7580200274,0.3425760992,-0.2530212137,-3.6951608658,1.8312824965,UMAP
Luxembourg,LUX,2018,-0.7399498358,-0.1293962772,1.4407509911,,5.6156039986,-0.2232210468,-0.2781485504,-0.4105627183,-5.7914009094,3.5422546864,UMAP
"Macao SAR, China",MAC,2018,-0.8259170877,-0.1109660811,1.6359942715,,0.7752871351,-0.2258496305,0.5002083425,-1.0687602743,-3.7906277180,6.2078671455,UMAP
Madagascar,MDG,2018,0.1106250467,-0.0411816536,-0.7820391264,,-0.1696368255,-0.2327011016,-0.0211208916,,-3.9949727058,3.9714815617,UMAP
Malawi,MWI,2018,-0.4957021501,0.0065827064,-0.9297611429,-0.3043433845,,-0.2333428781,0.1670895358,,-3.8537943363,5.0767922401,UMAP
Malaysia,MYS,2018,-0.6677145065,-0.1374297624,1.7958398307,-0.0806253502,1.0613212713,-0.1756429529,0.2465689546,-0.8085062486,-4.1985259056,6.2025737762,UMAP
Maldives,MDV,2018,0.6085731364,-0.1501398293,-0.3479223731,,1.2991757167,-0.2340828997,0.8515054331,,-3.4422476292,6.3141684532,UMAP
Mali,MLI,2018,,-0.1447351194,-0.5783137030,,-0.5069175990,-0.2316083256,0.2505895086,-1.1005748947,-2.9725537300,4.5807075500,UMAP
Malta,MLT,2018,-0.4290777973,-0.1340201145,0.5661837630,,2.9835948590,-0.2323052427,0.6274698683,-0.6944603963,-3.4789390564,6.1491227150,UMAP
Marshall Islands,MHL,2018,,,,-0.2500982769,1.0235362418,-0.2349402457,0.3511445838,,-4.1072797775,5.9924607277,UMAP
Mauritania,MRT,2018,,-0.1101808546,-0.5640498820,,0.2495666455,-0.2337407106,0.2350553833,,-3.2565064430,4.6565384865,UMAP
Mauritius,MUS,2018,-0.0287131546,-0.1083245130,0.7156755054,0.0183427918,0.3968851915,-0.2325397542,0.1107787536,-0.2650499464,-5.2784247398,5.4038968086,UMAP
Mexico,MEX,2018,-0.5868393517,-0.0873097055,-0.2860070342,,0.0737791438,-0.0272195937,-0.2195708293,-0.8128525082,-5.2929286957,3.4153141975,UMAP
"Micronesia, Fed. Sts.",FSM,2018,-0.8138178907,-0.1297682476,-0.6053311593,-0.7289831967,0.5301487615,-0.2349118017,-0.5397604303,,-5.2722654343,3.2355411053,UMAP
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018,,-0.1241828532,,,-0.0490915140,0.4304765913,-0.1158639131,-0.1272146419,-4.2516689301,1.8580192327,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018,,-0.0927658404,-0.4578801801,,-0.4124879662,0.0707262646,-0.1233541167,,-3.5920760632,2.8644232750,UMAP
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018,,-0.0939663380,-0.4526266676,,-0.4096154967,0.0734179605,-0.1250788250,,-3.6200706959,2.8019411564,UMAP
Middle income,MIC,2018,,-0.1052605988,1.3881767798,,-0.5581471566,4.6533967214,0.2782294876,-0.2901581899,-4.9729509354,-0.9507504702,UMAP
Moldova,MDA,2018,0.7262834709,-0.1104593296,-0.5255539348,-0.6390504535,0.2161184364,-0.2331158020,0.1219581164,-1.1668118912,-3.1436238289,4.4714951515,UMAP
Monaco,MCO,2018,-0.8259170877,,,,,-0.2337885390,0.3853576146,,-3.5698864460,5.9556446075,UMAP
Mongolia,MNG,2018,,-0.0632786688,0.2374899383,0.2679761380,0.9816970191,-0.2327973380,0.7177076358,-0.4474189998,-3.7583985329,6.2364559174,UMAP
Montenegro,MNE,2018,0.0769565894,-0.1158754039,0.0970910167,,0.6521899125,-0.2340659328,0.2846916609,1.2585748242,-4.5813407898,5.5729928017,UMAP
Morocco,MAR,2018,0.1235259049,-0.1259540826,0.8032274478,,0.0155817206,-0.2139179511,-0.0420192431,,-4.5195064545,4.1613593102,UMAP
Mozambique,MOZ,2018,0.5526134963,-0.0996444089,-0.5619338862,0.6309421410,0.9472950382,-0.2324931750,0.0260572947,,-3.6387095451,4.4293003082,UMAP
Myanmar,MMR,2018,,-0.0626784134,-0.4639181151,,,-0.2237543897,0.4780595249,-1.2488692728,-2.8259272575,5.7489480972,UMAP
Namibia,NAM,2018,-0.4007661533,-0.0948971637,0.4881614274,,0.1033169580,-0.2327140030,-0.3676673876,2.0734115768,-6.6140127182,3.2437167168,UMAP
Nauru,NRU,2018,,,,,1.2639784959,-0.2349549742,-0.7376985364,,-6.9650554657,2.0976002216,UMAP
Nepal,NPL,2018,-0.6558038511,-0.0977738961,0.7399944377,,-0.5512371857,-0.2295009042,0.6978176562,,-3.0616683960,5.8385558128,UMAP
Netherlands,NLD,2018,-0.6055368179,-0.1272077424,1.3977604020,,1.7137118859,-0.0812246043,-0.1730286460,-0.7160178440,-6.0516438484,4.7637238503,UMAP
New Caledonia,NCL,2018,,,,,,-0.2333400385,0.1089873755,0.6521846827,-3.7971453667,4.6075396538,UMAP
New Zealand,NZL,2018,,-0.1285211041,2.5856163849,-0.4245032388,-0.4072260399,-0.1999201128,0.0237274139,-0.6296142029,-4.7568111420,4.8570284843,UMAP
Nicaragua,NIC,2018,-0.5465574918,-0.0867118673,-0.1360602034,,0.3447597739,-0.2328226189,-1.0858390340,-0.4781905179,-6.3862509727,2.1443262100,UMAP
Niger,NER,2018,,-0.1114262440,-0.8484446551,,-0.7658745462,-0.2328536947,0.6310940122,,-2.6927249432,6.1661019325,UMAP
Nigeria,NGA,2018,0.6229475838,0.0025244091,-0.8473883921,,,-0.1652327104,-0.2275792522,,-6.4460163116,4.7233786583,UMAP
North America,NAC,2018,,-0.1190691335,3.3039391485,0.9429650697,-0.8983944827,3.4675517023,-0.0611369796,-0.6681717322,-5.2368621826,-0.5422065854,UMAP
North Macedonia,MKD,2018,-0.2165284712,-0.1302687096,0.1134746546,,1.1166618841,-0.2328792016,-0.0720633087,2.3048064387,-5.4201869965,4.9709138870,UMAP
Northern Mariana Islands,MNP,2018,,,,,0.6355280762,-0.2347614785,-3.7053709181,,-6.6475830078,1.8368911743,UMAP
